"","name"
"4280","UniversityofWisconsin-Milwaukee"
"4281","UniversityofWisconsin-Platteville"
"4282","UniversityofWisconsin-RiverFalls"
"4283","UniversityofWisconsin-StevensPoint"
"4284","CasperCollege"
"4285","CentralWyomingCollege"
"4286","EasternWyomingCollege"
"4287","LaramieCountyCommunityCollege"
"4288","NorthwestCollege"
"4289","SheridanCollege"
"4290","WesternWyomingCommunityCollege"
"4291","CheeksInternationalAcademyofBeautyCulture-Cheyenne"
"4292","Wyotech-Laramie"
"4293","UniversityofWyoming"
"4294","AmericanSamoaCommunityCollege"
"4295","GuamCommunityCollege"
"4296","UniversityofGuam"
"4297","NorthernMarianasCollege"
"4298","InstituteofBeautyCareers"
"4299","EducationalTechnicalCollege-RecintodeBayamon"
"4300","AmericanUniversityofPuertoRico"
"4301","AmericanUniversityofPuertoRico"
"4302","AmericanEducationalCollege"
"4303","AntillesSchoolofTechnicalCareers"
"4304","UniversidadAdventistadelasAntillas"
"4305","AtlanticUniversityCollege"
"4306","UniversidadCentraldeBayamon"
"4307","ColumbiaCentralUniversity-Caguas"
"4308","CarlosAlbizuUniversity-SanJuan"
"4309","CaribbeanUniversity-Bayamon"
"4310","CaribbeanUniversity-Carolina"
"4311","PontificalCatholicUniversityofPuertoRico-Arecibo"
"4312","PontificalCatholicUniversityofPuertoRico-Ponce"
"4313","CentrodeEstudiosMultidisciplinarios-SanJuan"
"4314","UniversidadTeologicadelCaribe"
"4315","ColegioUniversitariodeSanJuan"
"4316","UniversidadMetropolitana"
"4317","PuertoRicoConservatoryofMusic"
"4318","CenterforAdvancedStudiesOnPuertoRicoandtheCaribbean"
"4319","EDPUniversityofPuertoRicoInc-SanSebastian"
"4320","Emma'sBeautyAcademy-Mayaguez"
"4321","EscueladeArtesPlasticasyDisenodePuertoRico"
"4322","InstitutoTecnologicodePuertoRico-RecintodeManati"
"4323","HuertasCollege"
"4324","HumacaoCommunityCollege"
"4325","ICPRJuniorCollege-Arecibo"
"4326","ICPRJuniorCollege-Mayaguez"
"4327","InstitutodeEducacionTecnicaOcupacionalLaReine-Manati"
"4328","HispanicAmericanCollege"
"4329","InstitutodeBancayComercioInc"
"4330","InstitutoTecnologicodePuertoRico-RecintodeGuayama"
"4331","InstitutoTecnologicodePuertoRico-RecintodePonce"
"4332","InstitutoTecnologicodePuertoRico-RecintodeSanJuan"
"4333","InterAmericanUniversityofPuertoRico-SanGerman"
"4334","InterAmericanUniversityofPuertoRico-Aguadilla"
"4335","InterAmericanUniversityofPuertoRico-Arecibo"
"4336","InterAmericanUniversityofPuertoRico-Barranquitas"
"4337","InterAmericanUniversityofPuertoRico-Metro"
"4338","InterAmericanUniversityofPuertoRico-Ponce"
"4339","InterAmericanUniversityofPuertoRico-Fajardo"
"4340","InterAmericanUniversityofPuertoRico-Guayama"
"4341","InterAmericanUniversityofPuertoRico-Bayamon"
"4342","InterAmericanUniversityofPuertoRico-SchoolofLaw"
"4343","InternationalTechnicalCollege"
"4344","LiceodeArteyTecnologia"
"4345","MBTIBusinessTrainingInstitute"
"4346","ModernHairstylingInstitute-Bayamon"
"4347","ModernHairstylingInstitute-Arecibo"
"4348","NationalUniversityCollege-Bayamon"
"4349","NationalUniversityCollege-Arecibo"
"4350","PonceParamedicalCollegeInc"
"4351","PonceSchoolofMedicineandHealthSciences"
"4352","UniversityofPuertoRico-Aguadilla"
"4353","UniversityofPuertoRico-Arecibo"
"4354","UniversityofPuertoRico-Bayamon"
"4355","UniversityofPuertoRico-Carolina"
"4356","UniversityofPuertoRico-Cayey"
"4357","UniversityofPuertoRico-Humacao"
"4358","UniversityofPuertoRico-Utuado"
"4359","UniversityofPuertoRico-Mayaguez"
"4360","UniversityofPuertoRico-MedicalSciences"
"4361","UniversityofPuertoRico-Ponce"
"4362","UniversityofPuertoRico-RioPiedras"
"4363","UniversidadDelEste"
"4364","RyderMemorialSchoolforPracticalNursing"
"4365","RogiesSchoolofBeautyCulture-Santurce"
"4366","UniversidaddelSagradoCorazon"
"4367","SeminarioEvangelicodePuertoRico"
"4368","UniversidadCentralDelCaribe"
"4369","UniversidadPolitecnicadePuertoRico"
"4370","PontificalCatholicUniversityofPuertoRico-Mayaguez"
"4371","UniversidadDelTurabo"
"4372","CollegeofMicronesia-FSM"
"4373","PalauCommunityCollege"
"4374","UniversityoftheVirginIslands"
"4375","StanfordUniversity"
"4376","PurdueUniversity-MainCampus"
"4377","BlueHillsRegionalTechnicalSchool"
"4378","ParkerUniversity"
"4379","EDPUniveristyofPuertoRicoInc-SanJuan"
"4380","ICPRJuniorCollege-GeneralInstitutional"
"4381","ITTTechnicalInstitute-Sylmar"
"4382","ITTTechnicalInstitute-Westminster"
"4383","WidenerUniversity-DelawareLawSchool"
"4384","CityCollege-FortLauderdale"
"4385","MeridianCollege"
"4386","GeorgiaPerimeterCollege"
"4387","GeorgiaPiedmontTechnicalCollege"
"4388","TheBeautyInstituteSchwarzkopfProfessional-CoeurD'Alene"
"4389","CortivaInstitute-Chicago"
"4390","ETISchoolofSkilledTrades"
"4391","LincolnCollegeofTechnology-Florence"
"4392","TrendSetters'AcademyofBeautyCulture-Elizabethtown"
"4393","TraxlersSchoolofHair"
"4394","InfinityCareerCollege"
"4395","VatterottCollege-Berkeley"
"4396","MetroBusinessCollege-Rolla"
"4397","MetroBusinessCollege-JeffersonCity"
"4398","WarrenCountyCommunityCollege"
"4399","St.John'sCollege"
"4400","YeshivaandKollelHarbotzasTorah"
"4401","BaisMedrashElyon"
"4402","AntiochUniversity-LosAngeles"
"4403","AntiochUniversity-SantaBarbara"
"4404","AntiochUniversity-NewEngland"
"4405","AntiochUniversity-Seattle"
"4406","AntiochUniversity-Midwest"
"4407","Mid-AmericaChristianUniversity"
"4408","PlattCollege-Tulsa"
"4409","PoncaCityBeautyCollege"
"4410","FrancisTuttleTechnologyCenter"
"4411","CareerPointCollege"
"4412","CentralTechnologyCenter"
"4413","CarringtonCollege-Portland"
"4414","CareerTechnologyCenterofLackawannaCounty"
"4415","BrightwoodCollege-Nashville"
"4416","BrightwoodCollege-ElPaso"
"4417","HoustonGraduateSchoolofTheology"
"4418","PaloAltoCollege"
"4419","SebringCareerSchools-Huntsville"
"4420","UniversityofCosmetologyArts&Sciences-SanAntonioPerrin"
"4421","CentralTexasBeautyCollege-RoundRock"
"4422","EmpireBeautySchool-Manitowoc"
"4423","UnificationTheologicalSeminary"
"4424","AthensTechnicalCollege"
"4425","MaricopaSkillCenter"
"4426","CarringtonCollege-SanLeandro"
"4427","HeadmastersSchoolofHairDesign"
"4428","RazzleDazzleCollegeofHairDesignInc"
"4429","BeckfieldCollege-Florence"
"4430","DorseyBusinessSchools-Wayne"
"4431","EcumenicalTheologicalSeminary"
"4432","RossMedicalEducationCenter-Saginaw"
"4433","SussexCountyCommunityCollege"
"4434","LandmarkCollege"
"4435","NationalAmericanUniversity-Independence"
"4436","YeshivaGedolahofGreaterDetroit"
"4437","AustinGraduateSchoolofTheology"
"4438","CollinCountyCommunityCollegeDistrict"
"4439","OwensboroCommunityandTechnicalCollege"
"4440","HeadsWestKentuckyBeautyCollege"
"4441","JennyLeaAcademyofCosmetology"
"4442","EmpireBeautySchool-Hurstborne"
"4443","SoutheastSchoolofCosmetology"
"4444","Cloyd'sBeautySchool3Inc"
"4445","MooreNormanTechnologyCenter"
"4446","FayetteCountyCareer&TechnicalInstitutePracticalNursingProgram"
"4447","FranklinCountyCareerandTechnologyCenter"
"4448","PaulMitchelltheSchool-Knoxville"
"4449","OgleSchoolHairSkinNails-Hurst"
"4450","OkefenokeeTechnicalCollege"
"4451","FashionInstituteofDesign&Merchandising-SanDiego"
"4452","NationalAmericanUniversity-Albuquerque"
"4453","TennesseeCollegeofAppliedTechnologyNashville"
"4454","ECPIUniversity"
"4455","MsRobertsAcademyofBeautyCulture-VillaPark"
"4456","BranfordHallCareerInstitute-JerseyCity"
"4457","PaulMitchelltheSchool-Houston"
"4458","ATICareerTrainingCenter-Dallas"
"4459","TDDSTechnicalInstitute"
"4460","FortisInstitute-FortyFort"
"4461","LaurelBusinessInstitute"
"4462","AntonelliMedicalandProfessionalInstitute"
"4463","AviationInstituteofMaintenance-Philadelphia"
"4464","Sanford-BrownInstitute-Trevose"
"4465","FortisInstitute-Mulberry"
"4466","CarringtonCollege-Westside"
"4467","DorseyBusinessSchools-Roseville"
"4468","TheSalonProfessionalAcademy-Williston"
"4469","Moler-PickensBeautyAcademy"
"4470","RedRiverTechnologyCenter"
"4471","BrightwoodCareerInstitute-Harrisburg"
"4472","ITTTechnicalInstitute-Newburgh"
"4473","SouthernUnionStateCommunityCollege"
"4474","SouthUniversity-Columbia"
"4475","EverestUniversity-Brandon"
"4476","ClintonTechnicalSchool"
"4477","ConsolidatedSchoolofBusiness-Lancaster"
"4478","GreeneCountyCareerandTechnologyCenter"
"4479","LacCourteOreillesOjibwaCommunityCollege"
"4480","DieselDrivingAcademy-Shreveport"
"4481","PimaMedicalInstitute-Mesa"
"4482","PlattCollege-LosAngeles"
"4483","PlattCollege-Aurora"
"4484","KaplanUniversity-DavenportCampus"
"4485","KaplanUniversity-CedarFallsCampus"
"4486","PaulMitchelltheSchool-Boise"
"4487","ChristianLifeCollege"
"4488","KnowledgeSystemsInstitute"
"4489","EducatorsofBeautyCollegeofCosmetology-Rockford"
"4490","ITTTechnicalInstitute-ArlingtonHeights"
"4491","NorthwesternCollege-SouthwesternCampus"
"4492","TulsaTechnologyCenter-LemleyCampus"
"4493","TulsaTechnologyCenter-RiversideCampus"
"4494","TulsaTechnologyCenter-BrokenArrowCampus"
"4495","DouglasJAvedaInstitute"
"4496","ITTTechnicalInstitute-Troy"
"4497","RossMedicalEducationCenter-Brighton"
"4498","RossMedicalEducationCenter-AnnArbor"
"4499","TaylortownSchoolofBeautyInc"
"4500","Pike-LincolnTechnicalCenter"
"4501","PennsylvaniaInstituteofHealthandTechnology"
"4502","SkylineCollege-Roanoke"
"4503","BethelSeminary-SanDiego"
"4504","StCharlesCommunityCollege"
"4505","BrandmanUniversity"
"4506","NewCollegeofFlorida"
"4507","ArizonaAcademyofBeauty-North"
"4508","EmpireBeautySchool-Prescott"
"4509","LeCordonBleuCollegeofCulinaryArts-Scottsdale"
"4510","ConservatoryofRecordingArtsandSciences"
"4511","Adrian'sCollegeofBeautyTurlock"
"4512","CaliforniaCareerSchool"
"4513","SanJoaquinValleyCollege-Fresno"
"4514","RolfInstituteofStructuralIntegration"
"4515","HeritageCollege-Denver"
"4516","EmpireBeautySchool-Highland"
"4517","SunstateAcademy"
"4518","ElizabethGradySchoolofEstheticsandMassageTherapy"
"4519","RossMedicalEducationCenter-PortHuron"
"4520","CapriInstituteofHairDesign-Clifton"
"4521","Raphael'sSchoolofBeautyCultureInc-Alliance"
"4522","MetroTechnologyCenters"
"4523","HealdCollege-Roseville"
"4524","DaymarCollege-BowlingGreen"
"4525","EverestCollege-Everett"
"4526","LunaCommunityCollege"
"4527","GrabberSchoolofHairDesign"
"4528","YeshivahGedolahRabbinicalCollege"
"4529","UniversityoftheDistrictofColumbia-DavidAClarkeSchoolofLaw"
"4530","Raphael'sSchoolofBeautyCultureInc-Brunswick"
"4531","CaribbeanUniversity-Ponce"
"4532","CaribbeanUniversity-VegaBaja"
"4533","UniversityofAdvancingTechnology"
"4534","ParadiseValleyCommunityCollege"
"4535","Chandler-GilbertCommunityCollege"
"4536","HSHSSt.John'sHospitalSchoolofClinicalLaboratoryScience"
"4537","MadisonMediaInstitute"
"4538","Sanford-BrownInstitute-Landover"
"4539","Sanford-BrownInstitute-WhitePlains"
"4540","Sanford-BrownInstitute-GardenCity"
"4541","GreatPlainsTechnologyCenter"
"4542","MontebelloBeautyCollege"
"4543","Roane-JacksonTechnicalCenter"
"4544","TotalCosmetologyTrainingCenter"
"4545","IversonBusinessSchoolandCourtReporting"
"4546","LawrenceCountyCareerandTechnicalCenter-PracticalNursingProgram"
"4547","PioneerTechnologyCenter"
"4548","PortageLakesCareerCenter"
"4549","EasternCollegeofHealthVocations-NewOrleans"
"4550","BellMarBeautyCollege"
"4551","CannellaSchoolofHairDesign-Chicago"
"4552","CaddoKiowaTechnologyCenter"
"4553","BrightwoodCollege-SanAntonio-SanPedro"
"4554","CenterforInstructionTechnology&Innovation(CiTi)"
"4555","LeCordonBleuCollegeofCulinaryArts-Austin"
"4556","TheArtInstituteofNewYorkCity"
"4557","ParisIIEducationalCenter"
"4558","InternationalSchoolofSkinNailcare&MassageTherapy"
"4559","PalomarInstituteofCosmetology"
"4560","SouthernOklahomaTechnologyCenter"
"4561","VistaCollege"
"4562","AutryTechnologyCenter"
"4563","GreeneCountyVocationalSchoolDistrict"
"4564","CanadianValleyTechnologyCenter"
"4565","Wilkes-BarreAreaCareerandTechnicalCenterPracticalNursing"
"4566","MayoGraduateSchool"
"4567","AmericanBeautyInstitute"
"4568","MeridianTechnologyCenter"
"4569","WaynesvilleCareerCenter"
"4570","ConnecticutInstituteofHairDesign"
"4571","CapitolSchoolofHairstylingandEsthetics"
"4572","MorrisCountyVocationalSchoolDistrict"
"4573","RossMedicalEducationCenter-RooseveltPark"
"4574","RossMedicalEducationCenter-Kentwood"
"4575","SouthFloridaBibleCollegeandTheologicalSeminary"
"4576","Cloyd'sBarberSchool2Inc"
"4577","UniversalTechnicalInstituteofIllinoisInc"
"4578","PennsylvaniaCollegeofTechnology"
"4579","CommonwealthInstituteofFuneralService"
"4580","DeltaCollegeofArts&Technology"
"4581","InterCoastColleges-Orange"
"4582","StoneChildCollege"
"4583","NewYorkAcademyofArt"
"4584","SuffolkCountyCommunityCollege"
"4585","LasPositasCollege"
"4586","BladesSchoolofHairDesign"
"4587","AltamahaTechnicalCollege"
"4588","OgeecheeTechnicalCollege"
"4589","RemingtonCollege-MobileCampus"
"4590","EverestCollege-Aurora"
"4591","SouthernTechnicalCollege"
"4592","Mercy-StLuke'sSchoolofRadiologicTechnology"
"4593","ITTTechnicalInstitute-Norwood"
"4594","SouthwestAcupunctureCollege-SantaFe"
"4595","NorthwestTechnologyCenter-Alva"
"4596","MercerCountyCareerCenter"
"4597","ITTTechnicalInstitute-Knoxville"
"4598","ITTTechnicalInstitute-Austin"
"4599","ITTTechnicalInstitute-HoustonNorth"
"4600","DeVryUniversity'sKellerGraduateSchoolofManagement-Arizona"
"4601","CaliforniaStateUniversity-SanMarcos"
"4602","ArgosyUniversity-Hawaii"
"4603","DeVryUniversity'sKellerGraduateSchoolofManagement-Missouri"
"4604","BaptistTheologicalSeminaryatRichmond"
"4605","BrightwoodCollege-Modesto"
"4606","KaplanUniversity-DesMoinesCampus"
"4607","HairmastersInstituteofCosmetology"
"4608","TricociUniversityofBeautyCutureLLC-Bloomington"
"4609","PinnacleCareerInstitute-Lawrence"
"4610","InteractiveCollegeofTechnology-Newport"
"4611","CareerTechnicalCollege-Monroe"
"4612","EmpireBeautySchool-Lowell"
"4613","RossMedicalEducationCenter-Taylor"
"4614","McNallySmithCollegeofMusic"
"4615","AlliedHealthCareers"
"4616","NationalTractorTrailerSchoolInc-Liverpool"
"4617","InteractiveCollegeofTechnology"
"4618","StarCareerAcademy–Brick"
"4619","NewCastleBeautyAcademy"
"4620","NorthWestArkansasCommunityCollege"
"4621","MaderaBeautyCollege"
"4622","ColoradoHeightsUniversity"
"4623","BrewsterTechnicalCollege"
"4624","HodgesUniversity"
"4625","EverestUniversity-Lakeland"
"4626","ArgosyUniversity-Atlanta"
"4627","UniversityofStAugustineforHealthSciences"
"4628","CapitalAreaSchoolofPracticalNursing"
"4629","HairProfessionalsCareerCollege"
"4630","AlexandriaSchoolofScientificTherapeutics"
"4631","EmpireBeautySchool-Bloomfield"
"4632","SouthwestTechnologyCenter"
"4633","WesternAreaCareer&TechnologyCenter"
"4634","DaymarInstitute-Clarksville"
"4635","NossiCollegeofArt"
"4636","SeguinBeautySchool-NewBraunfels"
"4637","ITTTechnicalInstitute-Norfolk"
"4638","PimaMedicalInstitute-Seattle"
"4639","MineralCountyVocationalTechnicalCenter"
"4640","HypnosisMotivationInstitute"
"4641","LosAngelesORTCollege-LosAngelesCampus"
"4642","EverestCollege-WestLosAngeles"
"4643","ThanhLeCollegeSchoolofCosmetology"
"4644","SoutheasternTechnicalCollege"
"4645","MassachusettsSchoolofLaw"
"4646","DahlsCollegeofBeauty"
"4647","ITTTechnicalInstitute-Albuquerque"
"4648","CommunityServicesDivision-AllianceCity"
"4649","UniversalTechnicalInstitute-AutoMotorcycle&MarineMechanicsInstituteDivision-Orlando"
"4650","ErwinTechnicalCollege"
"4651","RoselSchoolofCosmetology"
"4652","WorshamCollegeofMortuaryScience"
"4653","BryanUniversity"
"4654","OregonCollegeofOrientalMedicine"
"4655","CentralPennsylvaniaInstituteofScienceandTechnology"
"4656","NorthwestEducationalCenter"
"4657","SebringCareerSchools-Houston"
"4658","PCIHealthTrainingCenter"
"4659","WindhamMemorialHospital-RadiologicTechnologyProgram"
"4660","BethelSeminaryoftheEast"
"4661","Miami-JacobsCareerCollege-Columbus"
"4662","Bryant&StrattonCollege-Eastlake"
"4663","HamrickSchool"
"4664","AlabamaStateCollegeofBarberStyling"
"4665","FortisCollege-Mobile"
"4666","ArkansasBeautySchool"
"4667","EverestCollege-Ontario"
"4668","DowneyAdultSchool"
"4669","HealdCollege-Stockton"
"4670","HealdCollege-Hayward"
"4671","CRUInstitute"
"4672","ModernTechnologySchool"
"4673","NationalCareerEducation"
"4674","EverestCollege-Anaheim"
"4675","ThuyPrincessBeautyCollege"
"4676","North-WestCollege-Glendale"
"4677","EverestCollege-CityofIndustry"
"4678","FremontCollege"
"4679","PomonaUnifiedSchoolDistrictAdultandCareerEducation"
"4680","UniversityofPhoenix-OnlineCampus"
"4681","UniversityofPhoenix-SanDiegoCampus"
"4682","UniversalCollegeofBeautyInc-LosAngeles2"
"4683","IBMCCollege"
"4684","XenonInternationalAcademy-Denver"
"4685","AcademyofCosmetology"
"4686","ITTTechnicalInstitute-LakeMary"
"4687","SunstateAcademy"
"4688","HeritageInstitute-Jacksonville"
"4689","FortisCollege-Smyrna"
"4690","RemingtonCollege-HonoluluCampus"
"4691","VatterottCollege-DesMoines"
"4692","BrownMackieCollege-QuadCities"
"4693","EnvironmentalTechnicalInstitute-BlueIsland"
"4694","PivotPointAcademy-Bloomingdale"
"4695","XenonInternationalAcademy-KansasCity"
"4696","BatonRougeCollege"
"4697","DieselDrivingAcademy-BatonRouge"
"4698","JonesvilleBeautySchool"
"4699","NewEnglandHairAcademy"
"4700","RobRoyAcademy-Worcester"
"4701","UpperCapeCodRegionalTechnicalSchool"
"4702","All-StateCareer-Baltimore"
"4703","NewEnglandSchoolofCommunications"
"4704","EverestInstitute-Kalamazoo"
"4705","AdlerGraduateSchool"
"4706","LebanonTechnologyandCareerCenter"
"4707","AcademyofHairDesign-Jackson"
"4708","KC'sSchoolofHairDesign"
"4709","MitchellsHairstylingAcademy-Goldsboro"
"4710","LincolnTechnicalInstitute-Moorestown"
"4711","MonmouthCountyVocationalSchoolDistrict"
"4712","BrightwoodCollege-LasVegas"
"4713","BeautySchoolofMiddletown"
"4714","Bryant&StrattonCollege-Southtowns"
"4715","NationalTractorTrailerSchoolInc-Buffalo"
"4716","YeshivaGedolahImreiYosefD'spinka"
"4717","ClevelandInstituteofDental-MedicalAssistants-Mentor"
"4718","ClevelandInstituteofDental-MedicalAssistants-Lyndhurst"
"4719","KnoxCountyCareerCenter"
"4720","MadisonAdultCareerCenter"
"4721","RemingtonCollege-ClevelandCampus"
"4722","BrownMackieCollege-Findlay"
"4723","ToledoAcademyofBeautyCulture-East"
"4724","USGrantJointVocationalSchool"
"4725","CC'sCosmetologyCollege"
"4726","ChisholmTrailTechnologyCenter"
"4727","GordonCooperTechnologyCenter"
"4728","KiamichiTechnologyCenter-Atoka"
"4729","KiamichiTechnologyCenter-Durant"
"4730","KiamichiTechnologyCenter-Hugo"
"4731","KiamichiTechnologyCenter-McAlester"
"4732","KiamichiTechnologyCenter-Idabel"
"4733","KiamichiTechnologyCenter-Poteau"
"4734","KiamichiTechnologyCenter-Spiro"
"4735","KiamichiTechnologyCenter-Talihina"
"4736","LeCordonBleuCollegeofCulinaryArts-Portland"
"4737","YTICareerInstitute-Altoona"
"4738","EasternCenterforArtsandTechnology"
"4739","EmpireBeautySchool-CenterCityPhiladelphia"
"4740","OakbridgeAcademyofArts"
"4741","Sanford-BrownInstitute-WilkinsTownship"
"4742","CentrodeEstudiosMultidisciplinarios-Humacao"
"4743","ColegioMayordeTecnologiaInc"
"4744","InstitucionChavianodeMayaguez"
"4745","EDICCollege"
"4746","LiceodeArte-Dise-OyComercio"
"4747","UniversalTechnologyCollegeofPuertoRico"
"4748","AcademyofHairTechnology"
"4749","MrWayne'sSchoolofUnisexHairDesign"
"4750","TheCenterforCosmetologyEducation"
"4751","QueenCityCollege"
"4752","CollegeoftheMarshallIslands"
"4753","AmericanNationalCollege"
"4754","ITTTechnicalInstitute-SanAntonio"
"4755","RemingtonCollege-FortWorthCampus"
"4756","UniversityofCosmetologyArts&Sciences-SanAntonioJamar"
"4757","SchoolofAutomotiveMachinists"
"4758","SWSchoolofBusinessandTechnicalCareers-Cosmetology"
"4759","SWSchoolofBusinessandTechnicalCareers"
"4760","TexasCollegeofCosmetology-Abilene"
"4761","VistaCollege-Online"
"4762","CenturaCollege-NewportNews"
"4763","CenturaCollege-Norfolk"
"4764","VirginiaBeachCityPublicSchoolsSchoolofPracticalNursing"
"4765","NorthwestCollegeofArt&Design"
"4766","UniversityofWashington-BothellCampus"
"4767","UniversityofWashington-TacomaCampus"
"4768","HuntingtonSchoolofBeautyCulture-MainCampus"
"4769","ValleyCollege-Beckley"
"4770","ValleyCollege-Martinsburg"
"4771","ValleyCollege-Princeton"
"4772","BellusAcademy-Poway"
"4773","CapstoneCollege"
"4774","CentralCoastCollege"
"4775","ITTTechnicalInstitute-Torrance"
"4776","PacificCollegeofOrientalMedicine-SanDiego"
"4777","ArtisticNailsandBeautyAcademy-Tampa"
"4778","NationalAviationAcademyofTampaBay"
"4779","Sanford-BrownInstitute-Tampa"
"4780","Cain'sBarberCollegeInc"
"4781","LawtonCareerInstitute-OakParkCampus"
"4782","MadisonOneidaBOCES-PracticalNursingProgram"
"4783","AstrodomeCareerCenters"
"4784","CenterforAdvancedLegalStudies"
"4785","HoustonTrainingSchool-MainCampus"
"4786","RemingtonCollege-HoustonCampus"
"4787","BayMillsCommunityCollege"
"4788","FondduLacTribalandCommunityCollege"
"4789","NorthwestIndianCollege"
"4790","MarinelloSchoolsofBeauty-Provo"
"4791","ProvoCollege"
"4792","PaulMitchelltheSchool-Provo"
"4793","UniversityofPhoenix-Utah"
"4794","UtahCollegeofMassageTherapy-SaltLakeCity"
"4795","CET-Coachella"
"4796","CET-Oxnard"
"4797","CET-SantaMaria"
"4798","CET-RanchoTemecula"
"4799","ColoradoSchoolofTraditionalChineseMedicine"
"4800","MassageTherapyInstituteofColorado"
"4801","MichiganCollegeofBeauty-Troy"
"4802","OgleSchoolHairSkinNails-Dallas"
"4803","PhoenixSeminary"
"4804","FaustInstituteofCosmetology-SpiritLake"
"4805","SeattleVocationalInstitute"
"4806","BakerCollegeofPortHuron"
"4807","EmpireBeautySchool-Hyannis"
"4808","BrookstoneCollege-Greensboro"
"4809","CheeksInternationalAcademyofBeautyCulture-FortCollins"
"4810","CheeksInternationalAcademyofBeautyCulture-Greeley"
"4811","ColoradoSchoolofHealingArts"
"4812","RemingtonCollege-ColoradoSpringsCampus"
"4813","EmpireBeautySchool-Arvada"
"4814","WestwoodCollege-AuroraCampus"
"4815","HealingArtsInstitute"
"4816","ITTTechnicalInstitute-SanBernardino"
"4817","LosAngelesORTCollege-VanNuysCampus"
"4818","TexasSchoolofBusiness-Southwest"
"4819","UniversityofPhoenix-PuertoRico"
"4820","Mt.DiabloAdultEducation-Mt.DiabloUSD"
"4821","RoyaleCollegeofBeauty"
"4822","WestechCollege"
"4823","GreaterLowellTechnicalSchool"
"4824","AcademyofHairDesign-Pearl"
"4825","King'sCollege"
"4826","Miller-MotteTechnicalCollege-Clarksville"
"4827","GenesisCareerCollege-Lebanon"
"4828","BrightwoodCollege-Dallas"
"4829","StarCollegeofCosmetology2"
"4830","SouthwestCollegiateInstitutefortheDeaf"
"4831","FortisCollege-Richmond"
"4832","MidwestCollegeofOrientalMedicine-Racine"
"4833","HaciendaLaPuenteAdultEducation"
"4834","LaBelleBeautyAcademy"
"4835","AdvancedTechnicalCenters"
"4836","HawaiiCommunityCollege"
"4837","RegencyBeautyInstitute-Winston-Salem"
"4838","RobertFianceBeautySchools-NorthPlainfield"
"4839","LongIslandBeautySchool-Hauppauge"
"4840","BuckeyeJointVocationalSchool"
"4841","SanduskyCareerCenter"
"4842","GreaterAltoonaCareer&TechnologyCenter"
"4843","NortheasternHospitalSchoolofNursing"
"4844","CentralTexasBeautyCollege-Temple"
"4845","DanceTheatreofHarlemInc"
"4846","Erie2ChautauquaCattaraugusBOCES-PracticalNursingProgram"
"4847","EmpireBeautySchool-Brooklyn"
"4848","HoustonTrainingSchool-Gulfgate"
"4849","StarCareerAcademy-Philadelphia"
"4850","AntonelliCollege-Hattiesburg"
"4851","EasternNewMexicoUniversity-RuidosoCampus"
"4852","NewbridgeCollege-SantaAna"
"4853","KaplanCollege-Stockton"
"4854","TheBrymanSchoolofArizona"
"4855","BeaconCollege"
"4856","AcupunctureandIntegrativeMedicineCollege-Berkeley"
"4857","EstrellaMountainCommunityCollege"
"4858","HeartlandCommunityCollege"
"4859","UniversityofthePotomac-WashingtonDCCampus"
"4860","RabbiJacobJosephSchool"
"4861","Sanford-BrownInstitute-FtLauderdale"
"4862","TheSalonProfessionalAcademy-Melbourne"
"4863","FortisInstitute-Scranton"
"4864","MilanInstituteofCosmetology-Amarillo"
"4865","EvergladesUniversity"
"4866","SeminarL'morosBaisYaakov"
"4867","HerzingUniversity-WinterPark"
"4868","CoralRidgeNursesAssistantTrainingSchoolInc"
"4869","EmilFriesPianoHospitalandTrainingCenter"
"4870","FairviewBeautyAcademy"
"4871","FloridaCollegeofNaturalHealth-PompanoBeach"
"4872","NationalCollege-Nashville"
"4873","CollegeofBiblicalStudies-Houston"
"4874","InnerStateBeautySchool"
"4875","VirginiaCollege-Pensacola"
"4876","Mid-EastCTC-AdultEducation"
"4877","EverestUniversity-SouthOrlando"
"4878","PolarisCareerCenter"
"4879","P&AScholarsBeautySchool"
"4880","RensselaerBOCES-PracticalNursingProgram"
"4881","ASMBeautyWorldAcademy"
"4882","TheSalterSchool-TewksburyCampus"
"4883","Sanford-BrownCollege-Collinsville"
"4884","SharpsAcademyofHairStyling"
"4885","ICCTechnicalInstitute"
"4886","CollegeofHealthCareProfessions-Northwest"
"4887","SchoolofProfessionalHorticultureNewYorkBotanicalGarden"
"4888","FortisCollege-Houston"
"4889","VolunteerBeautyAcademy-Madison"
"4890","WatkinsCollegeofArtDesign&Film"
"4891","ChicagoORTTechnicalInstitute"
"4892","AlhambraBeautyCollege"
"4893","UEICollege-Gardena"
"4894","AsianAmericanInternationalBeautyCollege"
"4895","AvanceBeautyCollege"
"4896","Colton-Redlands-YucaipaRegionalOccupationalProgram"
"4897","CopperMountainCommunityCollege"
"4898","DiversifiedVocationalCollege"
"4899","BristolUniversity"
"4900","UEICollege-Fresno"
"4901","MtSierraCollege"
"4902","Wyotech-LongBeach"
"4903","SantiagoCanyonCollege"
"4904","SouthernCaliforniaInstituteofTechnology"
"4905","SokaUniversityofAmerica"
"4906","SummitCollege"
"4907","AdvanceBeautyCollege"
"4908","CareerCollegesofAmerica"
"4909","WorldMissionUniversity"
"4910","YoSanUniversityofTraditionalChineseMedicine"
"4911","CoastCareerInstitute"
